country_name,location_name,service_point_name,service_type,satisfied,satisfied_num,idea,lat_lon,time_zone,created_at_tz,uploaded_at_tz,unique_id,gender
Uganda,Palabek,Palabek: Livelihood Pulse,Livelihoods,FALSE,0,Support us to start a brick laying project so that we can make money like the youth in the host community.,"3.31308419,32.40578580",Africa/Kampala,1/28/2021 10:19,1/28/2021 11:19,7c8ad3c0-616b-11eb-9e21-853b838c77aa,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Reallocate ration cards from Kyaka to Nakivale to help people to get food because some have spent three years without receiving food,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 10:16,1/28/2021 10:54,ff68fbb0-616a-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Try to give us knickers next time to enable us to wear pads because we did not get them,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 10:09,1/28/2021 10:54,fc9bee70-6169-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Solve people's issues on houses mostly PSNs by giving them plastic sheetings to put on houses because they are suffering so much,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 10:03,1/28/2021 10:54,4434e670-6169-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Construct houses for people who missed this support last time because houses for those PSNs don't favour them in terms of wellbeing ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:49,1/28/2021 10:54,3d44fff0-6167-11eb-960b-2ff439dba222,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,Support us members of fish project with fridge here in Kagoma so that we can store fresh fish for our customers during market days.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 9:49,1/28/2021 10:02,3d8a9470-6167-11eb-8b42-cfec3a8412a3,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Help us raise our children property by allowing them to go to school because most desirable behaviors are adapted from such institutions,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:40,1/28/2021 10:54,0f87ab40-6166-11eb-960b-2ff439dba222,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,Recruit casual workers who acquired building and concrete practice skills to be working so that we gain experience and become foremen.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 9:39,1/28/2021 10:02,dfd6f590-6165-11eb-8b42-cfec3a8412a3,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Employ one more legal officer in order for people to be receiving help every time because one officer is not enough,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:23,1/28/2021 10:54,9a15f940-6163-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Be visiting villages and we tell them our problems about violence because cases are many in the community,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:17,1/28/2021 10:54,c06c3ba0-6162-11eb-960b-2ff439dba222,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,Provide skills on how to make bread and cakes for Kasonga bakery project so that we can increase on our products since demand is high.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 9:15,1/28/2021 10:02,8164d390-6162-11eb-8b42-cfec3a8412a3,FEMALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Support orphans with clothes for them to forget problems they face due to lose of parents because at times foster parents abuse them,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:00,1/28/2021 10:54,632f6fe0-6160-11eb-960b-2ff439dba222,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,Educate Maratatu B Boda Boda riders with road signs and regulations in order for them to ride while observing rules to avoid  accidents.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 8:53,1/28/2021 10:02,7d06ff10-615f-11eb-8b42-cfec3a8412a3,MALE
Uganda,Palabek,Palabek: Livelihood Pulse,Livelihoods,FALSE,0,Provide vegetable seeds and watering cans for us to grow them in the dry season and make money after selling since they Scarce these days.,"3.31308419,32.40578580",Africa/Kampala,1/28/2021 8:46,1/28/2021 11:19,7b5721a0-615e-11eb-9f59-c54d3e82b6aa,MALE
Uganda,Palabek,Palabek: Livelihood Pulse,Livelihoods,TRUE,1,Support youth in zone 6 with cash grants to start doing business of selling in auctions to be able to get out of poverty.,"3.31308419,32.40578580",Africa/Kampala,1/28/2021 8:39,1/28/2021 11:19,89b845e0-615d-11eb-9f59-c54d3e82b6aa,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Extend the branch of Nakivale community library to Juru sub Basecamp since it's tiresome to walk from Juru to Base camp due to long distance,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:22,1/28/2021 8:24,23185ed0-615b-11eb-867c-eb29c1f019e4,FEMALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,"Follow up people who are being violated by the last people, partner or organization to help them, they're facing trauma due to lack of hope ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:20,1/28/2021 8:24,c8368820-615a-11eb-867c-eb29c1f019e4,FEMALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,"If a ressettlement opportunity comes, begin with people who've been refugees for over 15 & above years,we've faced much troubles than others","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:16,1/28/2021 8:24,36706aa0-615a-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Give balls to children to play so that they won't be stressed with hard life they pass through because games and sports are not very active,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:12,1/28/2021 10:54,a5fb1010-6159-11eb-960b-2ff439dba222,FEMALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,"For any job advertisements, let every body get full rights of accessing information because if you send people they only tell their friends ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:11,1/28/2021 8:24,9d345bd0-6159-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Tell police to stop charging us money so that one can be released from prison even if he is proved right due to poor people are suffering ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:09,1/28/2021 8:24,5bb95bb0-6159-11eb-867c-eb29c1f019e4,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,Train people here in Nyampindu new case loads with concepts of savings so that they can save cash ratios and plan well for future expenses.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 8:08,1/28/2021 10:02,269f4d90-6159-11eb-8b42-cfec3a8412a3,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Advise drunkards in Kahirimbi to stop drinking alcohol to fight GBV in homes because they fight one another after drinking ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:03,1/28/2021 10:54,69c0ee40-6158-11eb-960b-2ff439dba222,FEMALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Provide us with chemicals to spray our houses to kill flea and other dangerous insects  ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:01,1/28/2021 8:24,2652d0b0-6158-11eb-867c-eb29c1f019e4,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,Provide motorcycles to us senior four leavers who wishes to do Boda Boda business so that we raise fund to cater for advanced education.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 7:53,1/28/2021 10:02,0f56fc20-6157-11eb-8b42-cfec3a8412a3,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Visit fields to see exactly people they will be supporting as PSNs for services to be better because those they give work identify the rich,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:51,1/28/2021 10:54,b5bdf920-6156-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,"Remind them to advocate for us plastic sheetings, this will enable us cover our roof and we forget spending the whole night standing","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:49,1/28/2021 8:24,9004fda0-6156-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Be identifying witnesses for cases of violence secretly to improve on legal services because people fear to talk in public ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:47,1/28/2021 10:54,37448050-6156-11eb-960b-2ff439dba222,FEMALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Be guaranteeing people security to report some cases because if the perpetrators get to know they hunt them down,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:45,1/28/2021 8:24,e280fa30-6155-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Forcus on villages with many bars to sensitize people to drink responsibly as some drink and forget their responsibilities at home,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:39,1/28/2021 8:24,0ab105a0-6155-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Fighting poverty will contribute much to reduce GBV since some people use other reasons to separate with partners yet the truth is poverty,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:37,1/28/2021 8:24,c1daa110-6154-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Let them resume community awareness sessions so that we can begin from where we had stopped because we miss them ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:31,1/28/2021 8:24,ec53b220-6153-11eb-867c-eb29c1f019e4,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,TRUE,1,"Continue giving capital to support youths so that we can open up projects like stationery shops, livestock rearing to improve  livelihoods.","1.18812800,30.78386300",Africa/Kampala,1/28/2021 7:28,1/28/2021 10:02,94532970-6153-11eb-8b42-cfec3a8412a3,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Add efforts in fighting violence against children for them to grow up happily because some parents don't feed their children ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:27,1/28/2021 10:54,5c803ce0-6153-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Officers should reach in villages and register PSNs to support because when they send other people they register unqualified beneficiaries,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:17,1/28/2021 10:54,0bf65e40-6152-11eb-960b-2ff439dba222,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,Select 5 business groups from each village to benefit from every slot of capacity building in order to bridge livelihoods development.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 7:17,1/28/2021 10:02,f62c0f60-6151-11eb-8b42-cfec3a8412a3,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Extend the support of durable crutches to children living with lameness on legs because the wooden made ones do breaks easily ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:14,1/28/2021 8:24,98112dc0-6151-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Plan to come and talk to PSNs and listen them they have complaints but it's difficult to tell them to responsible people ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:09,1/28/2021 8:24,e4da45c0-6150-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Distribute plastic sheetings in every six months to enable refugees to live in houses that don't leak because sheetings get old faster,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:06,1/28/2021 10:54,82c4b6e0-6150-11eb-960b-2ff439dba222,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,TRUE,1,Give us drugs that can calm down our situation since we are suffering from complicated diseases and no clear medication for us at all.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 7:00,1/28/2021 7:01,9afe9ba0-614f-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Give orphans enough cash support to help them to buy basic needs because they are suffering in villages ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:53,1/28/2021 10:54,b75a1690-614e-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,At least be distributing sanitary pads after two months to help women not to suffer during their periods because six months are many,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:50,1/28/2021 10:54,48b8b520-614e-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,"Be training foster parents before handling children to them, this can minimize poor treatment children face under foster care ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:39,1/28/2021 8:24,b26f75f0-614c-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Support community workers with bicycles so that they can be visiting all PSNs because they don't reach to all due to many villages,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:35,1/28/2021 10:54,2bea8290-614c-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Community members should be identifying PSNs to build houses for because they know real PSNs than community workers,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:26,1/28/2021 10:54,e0d2fd10-614a-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Remember to renovate houses for PSNs because most of them walls are cracking and they are not able to work on them ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:26,1/28/2021 8:24,d65aa130-614a-11eb-867c-eb29c1f019e4,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Issue documents to village midwives that allows them to operate so that we are supported while at home than moving to the health centre.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 6:24,1/28/2021 7:01,9acfb5b0-614a-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Provide enough briquets to PSNs so that they can cook the whole time they will get others due to they get little that can reach to that time,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:21,1/28/2021 8:24,3be09420-614a-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Employ more community workers for every PSN to receive services because one per zone is not enough,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:18,1/28/2021 10:54,b7ec0fa0-6149-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Be providing appraisals to volunteers as away to motivate them to work hard and feel valued on commitment they labor to the organization ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:13,1/28/2021 8:24,08e4c790-6149-11eb-867c-eb29c1f019e4,FEMALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,"As they say, let them follow order of distributing food because if they allow in other people it brings congestion calling police to beat us","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:10,1/28/2021 8:24,b7909ea0-6148-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,"Better, continue to visit children fostering parents and listen to them, together we can devise means of doing ourwork without difficulties ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:02,1/28/2021 8:24,8228b410-6147-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Distribute plastic sheetings to enable us to live in dry houses because when it rains houses get wet due to old plastic sheetings,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:00,1/28/2021 10:54,35042b10-6147-11eb-960b-2ff439dba222,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Be giving us helpline numbers to improve on service delivery because we can be calling them when we don't get services,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 5:55,1/28/2021 10:54,a0fad450-6146-11eb-b03d-a726e51428d4,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,Start animal husbandry in schools so that students of the agriculture clubs can learn practical skills and put into projects after school.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 5:49,1/28/2021 10:02,c6668fa0-6145-11eb-8b42-cfec3a8412a3,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,"It isn't fair for PSNs cash to be received by rich individuals yet the worst PSNs are suffering with no support, revise the list & add them ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 5:37,1/28/2021 8:24,05198100-6144-11eb-867c-eb29c1f019e4,FEMALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Give us other drugs to work as painkillers rather  than paracetamol because our bodies are tired of it every time.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:30,1/28/2021 7:01,1fd1fa50-6143-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Tell health workers to be at the health centre early enough instead of coming late hence making us over wait for them.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:23,1/28/2021 7:01,1bd5bbe0-6142-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Kyaka II,Kyaka II: Education Pulse,Education,FALSE,0,Health team should bring nurses in schools so that our children can get immediate attention in case they get sick. ,"0.35866990,31.07982900",Africa/Kampala,1/28/2021 5:22,1/28/2021 10:04,02da5150-6142-11eb-9e52-cb8f9f335b33,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,TRUE,1,Let immunisation be done in our respective zones so that no transport money is wasted while going to access the service.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:16,1/28/2021 7:01,312ddd70-6141-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,Employ security personels to be night patrolling our village because cases of sorcerers has increased ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 5:14,1/28/2021 8:24,dfd0b3d0-6140-11eb-867c-eb29c1f019e4,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,Put in more efforts to engage youth in various activities to make them busy. The more they become idle the more early un wanted pregnancies ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 5:12,1/28/2021 8:24,8478c2c0-6140-11eb-867c-eb29c1f019e4,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Bring more nurses in the consultation rooms at the outposts so that we can access services early enough without delays.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:11,1/28/2021 7:01,67c00210-6140-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,FALSE,0,Employ refugees nurses who can speak our local languages because we don't trust their translators,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 5:10,1/28/2021 5:13,5abf4da0-6140-11eb-b0ad-2ba112dae312,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Use a good language while communicating to patients at the health centers so that we are not more stressed due to poor language used.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:07,1/28/2021 7:01,d4675db0-613f-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,FALSE,0,We need mobile clinics in base camp where we can be getting first aid before going to health center,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 5:03,1/28/2021 5:13,54163eb0-613f-11eb-b0ad-2ba112dae312,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Stock all drugs at the health centre so that people are given enough and no issues of being sent to clinics yet no money for it.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:01,1/28/2021 7:01,0893a5e0-613f-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,FALSE,0,Employ refugees nurses who can speak our local languages because we don't know their local languages,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:59,1/28/2021 5:13,c1532390-613e-11eb-b0ad-2ba112dae312,MALE
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,FALSE,0,Tell them to give birth certificate for our children free of charge because 20000shillings is a lot of money since we don't have jobs. ,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:56,1/28/2021 5:13,4e3bca60-613e-11eb-b0ad-2ba112dae312,MALE
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,FALSE,0,Providing services free of charge at the health center because we don't have money to pay ,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:53,1/28/2021 5:13,dd8bd440-613d-11eb-b0ad-2ba112dae312,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Bring some medical forms so that even us without books can be treated because we are normally asked to go and buy yet no money.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:51,1/28/2021 7:01,a3c10f50-613d-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,FALSE,0,See people with old plastic sheetings and give them new ones for their houses to look nice because the ones they gave them are old,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:48,1/28/2021 10:54,316cdf10-613d-11eb-b03d-a726e51428d4,MALE
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,FALSE,0,We need rolls of cotton clothes here at Kasonga youth centre so that we continue with our tailoring work and earn income.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 4:48,1/28/2021 10:02,30eeae60-613d-11eb-8b42-cfec3a8412a3,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Health workers should not prescribe drugs which they well know that isn't available so that we aren't asked to go and buy yet no money.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:47,1/28/2021 7:01,096c8ba0-613d-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,FALSE,0,Tell midwives to be listening to pregnant mothers before abusing them,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:44,1/28/2021 5:13,9cc0dfb0-613c-11eb-b0ad-2ba112dae312,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Be available during weekends so that we are treated instead of spending the day without any medication yet in pain.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:43,1/28/2021 7:01,7f8de5f0-613c-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,FALSE,0,Make follow up on mothers that are HIV positive and pregnant so that they can give birth at the hospital for them to have health babies.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:39,1/28/2021 7:01,f31beb30-613b-11eb-bda1-fbe69a7b4ed6,MALE
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,TRUE,1,"To avoid child labor, organize parents and take them through acts of child labor, some defend themselves saying that they don't know them  ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:39,1/28/2021 8:24,e6965a30-613b-11eb-867c-eb29c1f019e4,MALE
Uganda,Bidi Bidi Zone 5,Bidi Bidi Zone 5: Food Pulse,Food,FALSE,0,Support lactating mothers with other protein food to eat and develop more milk for babies to grow healthy.,"3.14738400,31.56060300",Africa/Kampala,1/28/2021 4:38,1/28/2021 9:24,bf0b84e0-613b-11eb-a098-af879a942bdc,MALE
