country_name,location_name,service_point_name,service_type,satisfied,satisfied_num,idea,lat_lon,time_zone,created_at_tz,gender,sentence
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Construct houses for people who missed this support last time because houses for those PSNs don't favour them in terms of wellbeing ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:49,MALE,We need construct houses people missed
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,Support us members of fish project with fridge here in Kagoma so that we can store fresh fish for our customers during market days.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 9:49,MALE,We need support us members fish
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Help us raise our children property by allowing them to go to school because most desirable behaviors are adapted from such institutions,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:40,MALE,We need help us raise children
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,Recruit casual workers who acquired building and concrete practice skills to be working so that we gain experience and become foremen.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 9:39,MALE,We need recruit casual workers acquired
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Employ one more legal officer in order for people to be receiving help every time because one officer is not enough,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:23,MALE,We need employ one legal officer
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Be visiting villages and we tell them our problems about violence because cases are many in the community,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:17,MALE,We need be visiting villages tell
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,Provide skills on how to make bread and cakes for Kasonga bakery project so that we can increase on our products since demand is high.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 9:15,FEMALE,We need provide skills make bread
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Support orphans with clothes for them to forget problems they face due to lose of parents because at times foster parents abuse them,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 9:00,MALE,We need support orphans clothes forget
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,Educate Maratatu B Boda Boda riders with road signs and regulations in order for them to ride while observing rules to avoid  accidents.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 8:53,MALE,We need educate maratatu b boda
Uganda,Palabek,Palabek: Livelihood Pulse,Livelihoods,False,0,Provide vegetable seeds and watering cans for us to grow them in the dry season and make money after selling since they Scarce these days.,"3.31308419,32.40578580",Africa/Kampala,1/28/2021 8:46,MALE,We need provide vegetable seeds watering
Uganda,Palabek,Palabek: Livelihood Pulse,Livelihoods,True,1,Support youth in zone 6 with cash grants to start doing business of selling in auctions to be able to get out of poverty.,"3.31308419,32.40578580",Africa/Kampala,1/28/2021 8:39,MALE,We need support youth zone 6
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Extend the branch of Nakivale community library to Juru sub Basecamp since it's tiresome to walk from Juru to Base camp due to long distance,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:22,FEMALE,We need extend branch nakivale community
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,"Follow up people who are being violated by the last people, partner or organization to help them, they're facing trauma due to lack of hope ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:20,FEMALE,We need follow people violated last
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,"If a ressettlement opportunity comes, begin with people who've been refugees for over 15 & above years,we've faced much troubles than others","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:16,MALE,We need if ressettlement opportunity comes
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Give balls to children to play so that they won't be stressed with hard life they pass through because games and sports are not very active,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:12,FEMALE,We need give balls children play
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,"For any job advertisements, let every body get full rights of accessing information because if you send people they only tell their friends ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:11,MALE,We need for job advertisements let
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Tell police to stop charging us money so that one can be released from prison even if he is proved right due to poor people are suffering ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:09,MALE,We need tell police stop charging
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,Train people here in Nyampindu new case loads with concepts of savings so that they can save cash ratios and plan well for future expenses.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 8:08,MALE,We need train people nyampindu new
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Advise drunkards in Kahirimbi to stop drinking alcohol to fight GBV in homes because they fight one another after drinking ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:03,FEMALE,We need advise drunkards kahirimbi stop
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Provide us with chemicals to spray our houses to kill flea and other dangerous insects  ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 8:01,MALE,We need provide us chemicals spray
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,Provide motorcycles to us senior four leavers who wishes to do Boda Boda business so that we raise fund to cater for advanced education.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 7:53,MALE,We need provide motorcycles us senior
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Visit fields to see exactly people they will be supporting as PSNs for services to be better because those they give work identify the rich,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:51,MALE,We need visit fields see exactly
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,"Remind them to advocate for us plastic sheetings, this will enable us cover our roof and we forget spending the whole night standing","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:49,MALE,We need remind advocate us plastic
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Be identifying witnesses for cases of violence secretly to improve on legal services because people fear to talk in public ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:47,FEMALE,We need be identifying witnesses cases
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Be guaranteeing people security to report some cases because if the perpetrators get to know they hunt them down,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:45,MALE,We need be guaranteeing people security
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Forcus on villages with many bars to sensitize people to drink responsibly as some drink and forget their responsibilities at home,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:39,MALE,We need forcus villages many bars
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Fighting poverty will contribute much to reduce GBV since some people use other reasons to separate with partners yet the truth is poverty,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:37,MALE,We need fighting poverty contribute much
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Let them resume community awareness sessions so that we can begin from where we had stopped because we miss them ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:31,MALE,We need let resume community awareness
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,True,1,"Continue giving capital to support youths so that we can open up projects like stationery shops, livestock rearing to improve  livelihoods.","1.18812800,30.78386300",Africa/Kampala,1/28/2021 7:28,MALE,We need continue giving capital support
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Add efforts in fighting violence against children for them to grow up happily because some parents don't feed their children ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:27,MALE,We need add efforts fighting violence
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Officers should reach in villages and register PSNs to support because when they send other people they register unqualified beneficiaries,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:17,MALE,We need officers reach villages register
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,Select 5 business groups from each village to benefit from every slot of capacity building in order to bridge livelihoods development.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 7:17,MALE,We need select 5 business groups
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Extend the support of durable crutches to children living with lameness on legs because the wooden made ones do breaks easily ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:14,MALE,We need extend support durable crutches
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Plan to come and talk to PSNs and listen them they have complaints but it's difficult to tell them to responsible people ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:09,MALE,We need plan come talk psns
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Distribute plastic sheetings in every six months to enable refugees to live in houses that don't leak because sheetings get old faster,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 7:06,MALE,We need distribute plastic sheetings every
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,True,1,Give us drugs that can calm down our situation since we are suffering from complicated diseases and no clear medication for us at all.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 7:00,MALE,We need give us drugs calm
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Give orphans enough cash support to help them to buy basic needs because they are suffering in villages ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:53,MALE,We need give orphans enough cash
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,At least be distributing sanitary pads after two months to help women not to suffer during their periods because six months are many,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:50,MALE,We need at least distributing sanitary
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,"Be training foster parents before handling children to them, this can minimize poor treatment children face under foster care ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:39,MALE,We need be training foster parents
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Support community workers with bicycles so that they can be visiting all PSNs because they don't reach to all due to many villages,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:35,MALE,We need support community workers bicycles
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Community members should be identifying PSNs to build houses for because they know real PSNs than community workers,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:26,MALE,We need community members identifying psns
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Remember to renovate houses for PSNs because most of them walls are cracking and they are not able to work on them ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:26,MALE,We need remember renovate houses psns
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Issue documents to village midwives that allows them to operate so that we are supported while at home than moving to the health centre.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 6:24,MALE,We need issue documents village midwives
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Provide enough briquets to PSNs so that they can cook the whole time they will get others due to they get little that can reach to that time,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:21,MALE,We need provide enough briquets psns
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Employ more community workers for every PSN to receive services because one per zone is not enough,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:18,MALE,We need employ community workers every
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Be providing appraisals to volunteers as away to motivate them to work hard and feel valued on commitment they labor to the organization ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:13,FEMALE,We need be providing appraisals volunteers
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,"As they say, let them follow order of distributing food because if they allow in other people it brings congestion calling police to beat us","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:10,MALE,We need as say let follow
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,"Better, continue to visit children fostering parents and listen to them, together we can devise means of doing ourwork without difficulties ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:02,MALE,We need better continue visit children
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Distribute plastic sheetings to enable us to live in dry houses because when it rains houses get wet due to old plastic sheetings,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 6:00,MALE,We need distribute plastic sheetings enable
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Be giving us helpline numbers to improve on service delivery because we can be calling them when we don't get services,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 5:55,MALE,We need be giving us helpline
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,Start animal husbandry in schools so that students of the agriculture clubs can learn practical skills and put into projects after school.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 5:49,MALE,We need start animal husbandry schools
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,"It isn't fair for PSNs cash to be received by rich individuals yet the worst PSNs are suffering with no support, revise the list & add them ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 5:37,FEMALE,We need it fair psns cash
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Give us other drugs to work as painkillers rather  than paracetamol because our bodies are tired of it every time.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:30,MALE,We need give us drugs work
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Tell health workers to be at the health centre early enough instead of coming late hence making us over wait for them.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:23,MALE,We need tell health workers health
Uganda,Kyaka II,Kyaka II: Education Pulse,Education,False,0,Health team should bring nurses in schools so that our children can get immediate attention in case they get sick. ,"0.35866990,31.07982900",Africa/Kampala,1/28/2021 5:22,MALE,We need health team bring nurses
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,True,1,Let immunisation be done in our respective zones so that no transport money is wasted while going to access the service.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:16,MALE,We need let immunisation done respective
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Employ security personels to be night patrolling our village because cases of sorcerers has increased ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 5:14,MALE,We need employ security personels night
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Put in more efforts to engage youth in various activities to make them busy. The more they become idle the more early un wanted pregnancies ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 5:12,MALE,We need put efforts engage youth
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Bring more nurses in the consultation rooms at the outposts so that we can access services early enough without delays.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:11,MALE,We need bring nurses consultation rooms
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Employ refugees nurses who can speak our local languages because we don't trust their translators,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 5:10,MALE,We need employ refugees nurses speak
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Use a good language while communicating to patients at the health centers so that we are not more stressed due to poor language used.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:07,MALE,We need use good language communicating
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,We need mobile clinics in base camp where we can be getting first aid before going to health center,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 5:03,MALE,We need we need mobile clinics
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Stock all drugs at the health centre so that people are given enough and no issues of being sent to clinics yet no money for it.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 5:01,MALE,We need stock drugs health centre
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Employ refugees nurses who can speak our local languages because we don't know their local languages,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:59,MALE,We need employ refugees nurses speak
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Tell them to give birth certificate for our children free of charge because 20000shillings is a lot of money since we don't have jobs. ,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:56,MALE,We need tell give birth certificate
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Providing services free of charge at the health center because we don't have money to pay ,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:53,MALE,We need providing services free charge
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Bring some medical forms so that even us without books can be treated because we are normally asked to go and buy yet no money.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:51,MALE,We need bring medical forms even
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,See people with old plastic sheetings and give them new ones for their houses to look nice because the ones they gave them are old,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:48,MALE,We need see people old plastic
Uganda,Kyangwali Settlement,Kyangwali: Livelihoods Pulse,Livelihoods,False,0,We need rolls of cotton clothes here at Kasonga youth centre so that we continue with our tailoring work and earn income.,"1.18812800,30.78386300",Africa/Kampala,1/28/2021 4:48,MALE,We need we need rolls cotton
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Health workers should not prescribe drugs which they well know that isn't available so that we aren't asked to go and buy yet no money.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:47,MALE,We need health workers prescribe drugs
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Tell midwives to be listening to pregnant mothers before abusing them,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:44,MALE,We need tell midwives listening pregnant
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Be available during weekends so that we are treated instead of spending the day without any medication yet in pain.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:43,MALE,We need be available weekends treated
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Make follow up on mothers that are HIV positive and pregnant so that they can give birth at the hospital for them to have health babies.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:39,MALE,We need make follow mothers hiv
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,"To avoid child labor, organize parents and take them through acts of child labor, some defend themselves saying that they don't know them  ","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:39,MALE,We need to avoid child labor
Uganda,Bidi Bidi Zone 5,Bidi Bidi Zone 5: Food Pulse,Food,False,0,Support lactating mothers with other protein food to eat and develop more milk for babies to grow healthy.,"3.14738400,31.56060300",Africa/Kampala,1/28/2021 4:38,MALE,We need support lactating mothers protein
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Supply CSB+ once again so that we can feed our children on it in order to gain weight because they have lost it at high level.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:35,MALE,We need supply feed children order
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Tell them to give us money for medication for us to be buying drugs in clinics because they only give us Paracetamol at health center,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:34,MALE,We need tell give us money
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Sign our letters early enough for going to Mulago for treatment so that we can get medication on time and get better.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:31,MALE,We need sign letters early enough
Uganda,Kyaka II,Kyaka II: Education Pulse,Education,False,0,Provide wheelchairs to disabled children so that they can be able to access education and other services.,"0.35866990,31.07982900",Africa/Kampala,1/28/2021 4:29,MALE,We need provide wheelchairs disabled children
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Tell nurses to be coming early in the morning around 8am so that they can work on patients in order to go home early ,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:27,MALE,We need tell nurses coming early
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,True,1,Encourage people to stop the use of herbal medicine since some of them do take overdose hence bringing problems to their fellows.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:27,MALE,We need encourage people stop use
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Construct an orphanage for children being mistreated by foster parents because here they can live peacefully than where they are now,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:26,MALE,We need construct orphanage children mistreated
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Reach on ground and work with community structures to solve problems because people have issues but they lack where to report,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:26,MALE,We need reach ground work community
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,False,0,Be taking people facing threats from their neighbors and other people to Europe to protect them from being killed or injured by them ,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:23,MALE,We need be taking people facing
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Construct another health center in base camp because one health center is not enough due to the population,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:19,MALE,We need construct another health center
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,Add efforts in supporting PSNs with money to help them to buy enough food because they starve most of the times,"-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:18,MALE,We need add efforts supporting psns
Uganda,Kyaka II,Kyaka II: Education Pulse,Education,False,0,Schools should reopen because children are getting spoilt due to overstaying in the villages.,"0.35866990,31.07982900",Africa/Kampala,1/28/2021 4:17,MALE,We need schools reopen children getting
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Make sure that emergency patients are attended to first so that they can go home early and have enough rest after taking drugs.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:12,MALE,We need make sure emergency patients
Uganda,Bidi Bidi Zone 5,Bidi Bidi Zone 5: Food Pulse,Food,True,1,Work with nutrition partners to enroll elderly people in nutrition program such that we could have stronger immunity to sustain our health.,"3.14738400,31.56060300",Africa/Kampala,1/28/2021 4:12,MALE,We need work nutrition partners enroll
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Always test typhoid malaria once you test the usual one and is not found because we do drink unsafe water that contains germs.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:07,MALE,We need always test typhoid malaria
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Provide CSB+ for children because they no longer take porridge,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 4:06,MALE,We need provide children longer take
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,False,0,Advise them to be giving us more time after delivery so that we have enough bed rest than sending us home quickly yet we are still tired.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 4:03,MALE,We need advise giving us time
Uganda,Bidi Bidi Zone 5,Bidi Bidi Zone 5: Food Pulse,Food,False,0,Next time distribute food ratio of Ariwa 1 on the same day with other clusters to avoid delays which causes shortages.,"3.14738400,31.56060300",Africa/Kampala,1/28/2021 4:02,MALE,We need next time distribute food
Uganda,Nakivale Juru,Nakivale Juru: Protection Pulse,Protection,True,1,"Have talks with children on how to behave, this will abolish heavy punishments to them because children don't listen to parents","-0.82284000,30.93943100",Africa/Kampala,1/28/2021 4:00,MALE,We need have talks children behave
Uganda,Kyaka II,Kyaka II: Health Care Pulse,Healthcare,True,1,Increase on the number of health workers at all outposts so that we can be attended to on time to a avoid over delaying at there.,"0.35867900,31.07992100",Africa/Kampala,1/28/2021 3:59,MALE,We need increase number health workers
Uganda,Kyaka II,Kyaka II: Education Pulse,Education,True,1,Construct one more secondary school so that we don't walk long distance since we reach when we are tired. ,"0.35866990,31.07982900",Africa/Kampala,1/28/2021 3:59,MALE,We need construct one secondary school
Uganda,Nakivale Base Camp,Nakivale Base Camp: Health Care Pulse,Healthcare,False,0,Provide enough drugs because when go there they give us paracetamol only,"-0.76648900,30.47978500",Africa/Kampala,1/28/2021 3:56,MALE,We need provide enough drugs go
